time,ec_flux,w_mean,L,ustar,r_Tsw,w_abs_mean,C_alpha,Ts_alpha,alpha_analytic,flux_error,w_skewness,C_skewness,zL,RNcov,tea_flux_turnipseed,w_sigma,r_cw,r_Ww,r_uw,tea_flux_emad,tea_flux_hicks,flag,rep,W_alpha,u_alpha
2020-06-25T10:00:00Z,-16.0993545530739,0.0627429489201564,-61.1750584831114,0.376592605279263,0.322832570996438,0.381062007367518,0.201235378687411,0.199897234249905,0.104566487804495,0.0331339804068559,0.0386904511727555,-0.666433245389363,-0.081732655823784,-0.0282587716276857,-15.5659188547494,0.477379256845419,-0.28463420116278,0.243676377050361,-0.136589978184349,-16.0956866700157,-15.9996791800905,daytime,5,0.12125291866473,0.520003991215017
2020-06-25T10:30:00Z,-23.7973613437716,-0.00114997199007676,-34.2687443561151,0.392273678772876,0.430267841815866,0.361721249167575,0.28674002749677,0.267512984635539,-0.00196565755872269,-0.000911594220173569,0.320753889580253,-0.936723586817107,-0.145905550201689,-0.0651606714579588,-23.819054880828,0.466787291626252,-0.293460146861803,0.330950455676172,-0.115222367457739,-23.7988147443984,-23.8192956247854,daytime,5,0.283220658197953,0.578241254666136
2020-06-25T11:00:00Z,-13.6055513607674,0.0945626268043948,-46.4596656963486,0.384275482546626,0.373144485649507,0.351030628813215,0.516097231627446,0.380457877852286,0.167416581501852,0.13902920686484,0.220713933838366,-0.781316481319608,-0.107620231980984,-0.0125288156936181,-11.7139823461211,0.447338521600608,-0.227077403078016,0.265991337997054,-0.137839118563871,-13.0516441326681,-12.6305653994388,daytime,5,0.401723886502602,0.706514600817348
2020-06-25T11:30:00Z,-20.375409176539,-0.108885584889711,-20.5293114349002,0.354150613401833,0.420724053968592,0.40722187351245,0.076250269995879,0.0541354581777615,-0.170561591844548,-0.0203882840940905,0.331140633549045,-1.36012474312068,-0.243554198875852,-0.0730441443744071,-20.7908288073637,0.505452751441819,-0.226611750850919,0.257165717859839,-0.118723776225583,-20.4941739084024,-22.3917367568308,daytime,5,0.0493958178029131,0.30085867978994
2020-06-25T12:00:00Z,-16.5373076320396,-0.0658978040970691,-25.7964653371544,0.409329538177243,0.466774521938925,0.393917750984445,0.174026240319002,0.105382718427547,-0.105426952513613,-0.0291125420563845,0.328175924956064,-1.33061926937861,-0.1938250041101,-0.067081897787311,-17.0187506959767,0.497267060990902,-0.215828544684929,0.250049808692366,-0.0968133647649718,-16.7239198850612,-17.5087389275697,daytime,5,0.131942744511118,0.646351564456622
2020-06-25T12:30:00Z,-13.0286027039103,0.0199598935046261,-20.6428550470269,0.378952642496568,0.434917022102398,0.395229645323386,0.267630023464139,0.267571755803818,0.0311881286858324,0.013515855478437,0.284966779306381,-1.55139816646439,-0.242214557463558,-0.0124738470031459,-12.8525099926782,0.510503030680867,-0.218465409162239,0.26264662102144,-0.204612378957385,-13.0285638403377,-12.8853735390578,daytime,5,0.272258772242092,0.314923149307757
2020-06-25T13:00:00Z,-8.97083261600294,-0.0540599869285922,-21.3139029874565,0.34701610200981,0.315347748112364,0.399441263557697,-0.14519629627967,0.105651035142604,-0.0836661510443254,0.0196507236359299,0.0862789260421565,-0.556845153514434,-0.234588662758883,-0.0418227186166904,-8.79454926348143,0.51459785899787,-0.209377803401175,0.0482111951646786,-0.218453742225381,-8.67057130513886,-8.95864155478218,daytime,5,-0.631632779247483,-0.0529198281203598
2020-06-25T13:30:00Z,-12.7728621853976,0.21979739368752,-35.1594580156507,0.399653662456205,0.37071465191054,0.419464285203988,0.575850537422939,0.440950696604072,0.345138689355784,0.301743084557408,-0.0367970973185361,-1.14237131745389,-0.142209245596856,-0.0184194129675527,-8.91873935094965,0.491695817598288,-0.209867173864817,0.225329735262052,-0.113057322719858,-11.5986878062354,-12.2944391728603,daytime,5,0.531965068328559,0.495322874473318
2020-06-25T14:00:00Z,-8.21625033868371,0.177789157157375,-26.0575578107131,0.357862413116836,0.422527574165145,0.395027488777179,0.507030633955696,0.519750675642581,0.284796466902313,0.228198167532589,0.319021687486846,-1.41813674373892,-0.1918829092243,-0.0689094521891385,-6.34131706740648,0.487258333839094,-0.16292560599835,0.132887616943711,-0.173335454203144,-8.27765025157199,-7.95210334798759,daytime,5,0.433897981884949,0.381531255271208
2020-06-25T14:30:00Z,-6.35465899728478,-0.138432849869168,-27.0016217477832,0.340974950842146,0.350221327071948,0.403754110320158,0.250615289292776,-0.014609935087844,-0.22013123973847,-0.0859270229845455,0.217064190692029,-1.2686729574448,-0.185174062754601,-0.223581470733875,-6.90069592700349,0.495305080576647,-0.135511043725004,0.167774354875168,-0.133152130853981,-6.93543708785303,-7.81998074990861,daytime,5,0.224729348169074,-0.11701679026571
2020-06-25T15:00:00Z,-5.7595921365139,0.00580938162500035,-29.1248599873951,0.333813735114089,0.38939712115651,0.397056141515856,0.287713597675761,0.144477125444853,0.00901954634525537,0.00420957621060639,0.184951116236029,-0.7307375431014,-0.171674645033966,-0.006917142284094,-5.73534669447322,0.513896930734226,-0.222327804569035,0.143855375842214,-0.166135062763528,-5.74749612068784,-5.73657472350089,daytime,5,-0.00133632047118905,0.17388076922549
2020-06-25T15:30:00Z,-3.26593587189382,0.255661867669039,-47.1081211679666,0.294407292151055,0.147961140890991,0.410906676878266,0.694911276099089,0.585679137303063,0.420617178943886,0.432366580318192,0.225019431574738,0.10535444483011,-0.106138811653562,-0.225436298724657,-1.85385434742383,0.461245024070656,-0.117400121746064,0.138702866389944,-0.153737121418352,-2.91671568773081,-3.0248239487829,daytime,5,0.595352569386317,0.484144374828867
2020-06-25T16:00:00Z,-4.37339082169399,-0.115936803901441,-75.9240450830407,0.352015220467045,0.262704435649502,0.37138302378561,0.0201212600462538,-0.199706638415884,-0.196615320201656,-0.00628137106659751,0.0971375474760234,0.204278381217583,-0.0658552899088995,-0.128287804780071,-4.40086171226436,0.465667432777568,-0.179534476758928,0.274618663605768,-0.24376704799995,-4.69346942569777,-4.87605118104037,nighttime,5,-0.183131457978063,-0.267700058298829
2020-06-25T21:00:00Z,-0.469003834531935,0.185773951880515,-3.15893950681555,0.0296976212460916,0.0295342806492106,0.186409762502012,1.40993521400096,1.90242126724248,0.999622404411194,1.40512617517889,-0.447336927038516,0.959811770301815,-1.58280967052781,-0.71466291098763,0.190005729628747,0.0522531661455053,-0.0545031817787816,-0.0367522422867275,0.0697457018728548,55.7067179070719,27.9009415337812,instationary,5,1.67611714445005,1.46523920470147
2020-06-26T00:30:00Z,-4.76877522646857,0.231741325144569,-5.82013636697089,0.0727763362311341,0.233924191426522,0.231752835317471,0.998227482922365,0.998328920002887,0.999987384858457,0.998177905229356,-0.289530999720942,1.18122985572949,-0.859086400170082,-0.852589524398412,-0.00868916040199151,0.0530704142565878,-0.237398822216477,-0.06031980969547,0.265666243795289,-5.04989168480648,-87.4785976363939,instationary,5,0.994845469818793,0.998276403550051
2020-06-26T01:00:00Z,-2.15071985286785,-0.0656904004099496,-4.71623132158984,0.0311699955768488,0.018720831001632,0.0792298917320106,0.557940157631228,5.60587046606887,-0.669376559764055,-0.462594502634892,0.285374197347041,-1.03774792487605,-1.06016852420091,-0.8691698995593,-3.14563103351191,0.0675230511023921,-0.0861944159719127,-0.0883824393175281,0.0157236690871558,-1.71975920370005,-10.0636229436673,instationary,5,0.776532736973127,4.08998206675714
2020-06-26T01:30:00Z,-13.0125503398063,0.0553825514307822,-3.15462588627152,0.0848376666259233,0.311356665594106,0.0677888658907885,0.570830072143533,0.688099727436656,0.635392849411338,0.466360152412909,-0.0827310436275075,0.752285737276363,-1.58497399699891,-0.688158926178794,-6.94401538005326,0.0610867602200046,-0.33817418693993,-0.111136452495395,0.3034792268048,-15.859992938923,-20.882124789398,instationary,5,1.58519922876855,0.512384742725026
2020-06-26T02:30:00Z,-3.83574203196486,0.138924982741565,-3.18270115848751,0.0577567191417919,0.373597807094359,0.138955582409689,0.992334137736967,0.9984450138821,0.999818379898534,0.992115613984588,-0.0680375380251349,1.67686619891888,-1.57099261005583,-0.141917808574201,-0.0302424708355429,0.0371129833177678,-0.194673061478637,-0.284620967934423,0.324491996364587,-17.0393983351388,-68.6743216831395,nighttime,5,1.00140972167715,0.997594571637089
2020-06-26T03:00:00Z,-5.6242078072861,0.18156360953674,-6.86175160658298,0.0698904870797693,0.0984267252207705,0.182619777093243,0.925434022296111,0.97529387469249,0.994378706253011,0.920081845190266,-0.244951328218299,1.82593009964303,-0.728676916139479,-0.528302933679788,-0.449476310225373,0.065567946846272,-0.216651008823817,-0.0631510697030962,0.0111950433387741,-14.8113915924517,-38.9717107829478,instationary,5,0.791478812375301,1.23400307487609
2020-06-26T04:00:00Z,0.701460984464103,-0.121491443336143,-38.326191670118,0.0821748674343459,0.0651431729085964,0.121806442750117,-0.964098915869508,-0.950015866884909,-0.992704836935795,0.961605693124838,-0.426430070562262,1.385685350298,-0.1304590876922,-1.03765764555739,0.0269321082987542,0.0452809058530906,0.0745585847931192,0.293255193561224,0.188824218365165,0.513570318585343,5.21390112636696,instationary,5,-0.992577143051321,-0.969452541346565
2020-06-26T05:30:00Z,-7.68490217924334,0.213868539769598,-31.9726215634914,0.233269014000473,0.215511501770343,0.302980568937663,0.560979114972268,0.45136445343296,0.505629156166754,0.395985077792381,-0.00375281092718552,-0.557049171772562,-0.156383798246602,-0.244665054798401,-4.64179559196928,0.312959942671506,-0.30965352378001,0.451646474070747,-0.278970861397398,-6.81224553519269,-9.25157045537274,daytime,5,0.553950913076548,0.489834316537202
